,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
149,37250,45.0,0.0,14.5,0.5,18.0,0.0,standing
150,37500,45.0,0.0,13.25,1.09,18.25,0.43,standing
151,37750,45.25,0.43,12.33,0.47,18.5,0.87,standing
152,38000,45.25,0.43,12.67,0.47,17.67,0.47,standing
153,38250,45.67,0.47,14.75,0.43,17.5,0.5,standing
154,38500,45.5,0.5,14.75,0.43,16.25,0.43,standing
155,38750,46.5,0.5,15.0,0.0,16.25,0.83,standing
156,39000,45.67,0.47,15.33,0.47,16.0,1.22,standing
157,39250,45.25,0.43,17.75,0.43,17.0,0.71,standing
158,39500,45.0,0.0,18.0,0.0,17.5,0.87,standing
159,39750,45.25,0.43,18.0,0.0,16.25,0.83,standing
160,40000,45.0,0.0,18.25,0.43,17.25,0.83,standing
161,40250,45.0,0.0,18.0,0.0,18.0,0.0,standing
162,40500,45.0,0.0,18.25,0.43,16.75,0.43,standing
163,40750,45.0,0.0,18.0,0.0,16.0,0.82,standing
164,41000,45.0,0.0,16.75,0.83,15.75,0.83,standing
165,41250,45.0,0.0,15.75,0.83,15.33,0.47,standing
166,41500,45.33,0.47,17.33,0.47,13.67,1.25,standing
167,41750,46.0,0.0,17.0,0.71,13.0,1.22,standing
168,42000,45.5,0.5,18.0,0.71,14.75,0.43,standing
169,42250,45.5,0.5,18.25,0.43,11.75,0.43,standing
170,42500,46.0,0.71,16.75,1.3,12.0,1.22,standing
171,42750,46.25,0.43,18.0,0.0,12.25,0.43,standing
172,43000,46.0,0.71,16.75,0.83,12.0,0.0,standing
173,43250,46.5,0.5,15.75,0.43,14.75,1.79,standing
174,43500,46.5,0.5,17.75,0.43,16.5,1.12,standing
175,43750,46.25,0.43,17.25,0.83,12.25,1.79,standing
176,44000,46.5,0.5,17.0,0.71,13.67,2.05,standing
177,44250,46.5,0.5,18.0,0.82,13.0,0.71,standing
178,44500,46.5,0.5,18.67,0.47,12.33,1.25,standing
179,44750,46.5,0.5,19.0,0.0,12.67,2.05,standing
180,45000,46.5,0.5,18.0,0.0,15.0,1.22,standing
181,45250,46.5,0.5,18.0,0.71,16.5,0.87,standing
182,45500,46.67,0.47,17.5,0.87,17.33,0.94,standing
183,45750,46.5,0.5,18.0,0.0,15.5,0.87,standing
184,46000,46.67,0.47,18.33,0.47,14.5,0.5,standing
185,46250,46.75,0.43,18.25,0.43,16.0,1.41,standing
186,46500,46.5,0.5,18.5,0.5,18.0,0.71,standing
187,46750,46.5,0.5,18.5,0.87,17.25,1.3,standing
188,47000,46.5,0.5,17.0,0.82,17.67,0.47,standing
189,47250,46.0,0.0,16.75,1.3,18.33,0.47,standing
190,47500,46.33,0.47,18.25,0.43,17.0,0.82,standing
191,47750,46.5,0.5,18.75,0.43,16.25,1.09,standing
192,48000,46.5,0.5,19.25,0.43,14.5,0.87,standing
193,48250,46.0,0.0,18.33,0.47,12.0,0.0,standing
194,48500,45.75,0.43,15.25,0.43,14.25,1.3,standing
195,48750,47.0,0.71,16.25,1.3,15.75,1.3,standing
196,49000,46.5,0.5,18.5,0.5,16.5,0.87,standing
197,49250,46.25,0.83,18.25,0.43,17.25,1.3,standing
198,49500,45.5,0.5,19.5,0.5,16.75,1.3,standing
199,49750,45.5,0.5,18.0,1.22,15.75,0.83,standing
200,50000,45.5,0.5,16.25,1.48,17.0,0.71,standing
201,50250,46.0,0.71,18.5,0.5,18.5,0.87,standing
202,50500,45.0,0.0,18.0,0.0,20.33,0.47,standing
203,50750,44.5,0.5,13.5,1.66,19.25,1.09,standing
204,51000,43.67,0.47,9.67,0.94,18.33,0.47,standing
205,51250,42.67,0.94,12.0,0.0,17.75,0.83,standing
206,51500,42.25,0.43,12.75,1.3,18.25,0.43,standing
207,51750,42.0,0.0,15.0,0.71,16.5,1.12,standing
208,52000,42.0,0.0,15.5,0.87,13.75,1.48,standing
209,52250,42.0,0.0,16.5,0.5,12.0,0.0,standing
210,52500,42.0,0.0,16.67,0.47,11.0,0.82,standing
211,52750,42.0,0.0,17.0,0.0,12.75,0.83,standing
212,53000,42.0,0.0,17.75,0.43,14.33,0.94,standing
213,53250,43.0,0.82,17.33,0.47,14.0,0.71,standing
214,53500,43.75,0.83,16.75,1.09,13.33,1.25,standing
215,53750,43.5,0.5,15.0,0.0,12.75,1.3,standing
216,54000,44.25,0.43,16.75,1.09,12.75,1.3,standing
217,54250,44.5,0.5,18.25,0.43,12.75,1.3,standing
218,54500,44.75,0.43,20.25,0.43,13.33,0.47,standing
219,54750,45.0,0.0,20.25,0.43,12.75,0.83,standing
220,55000,45.0,0.0,20.75,0.43,13.33,1.25,standing
221,55250,45.0,0.0,21.0,0.0,12.25,0.43,standing
222,55500,45.0,0.0,21.0,0.0,12.5,0.5,standing
223,55750,45.0,0.0,21.0,0.0,12.67,0.94,standing
224,56000,45.0,0.0,21.0,0.0,13.5,1.12,standing
225,56250,45.0,0.0,21.0,0.0,13.0,0.82,standing
226,56500,45.0,0.0,21.0,0.0,12.0,0.0,standing
227,56750,45.0,0.0,21.0,0.0,12.5,1.5,standing
228,57000,45.0,0.0,21.0,0.0,12.25,0.43,standing
229,57250,45.0,0.0,21.0,0.0,12.0,0.0,standing
230,57500,45.0,0.0,21.0,0.0,11.75,0.83,standing
231,57750,45.0,0.0,21.0,0.0,11.75,0.43,standing
232,58000,45.0,0.0,21.0,0.0,13.0,0.82,standing
233,58250,45.0,0.0,20.5,0.5,14.0,1.22,standing
234,58500,45.0,0.0,18.67,0.94,14.0,1.41,standing
235,58750,45.25,0.43,18.0,0.0,16.0,0.71,standing
236,59000,46.0,0.0,18.5,0.5,14.67,0.47,standing
237,59250,45.75,0.43,18.25,0.43,16.25,1.3,standing
238,59500,45.33,0.47,18.0,0.0,17.75,0.43,standing
239,59750,45.0,0.0,18.0,0.0,16.25,0.83,standing
240,60000,45.0,0.0,18.0,0.0,17.0,0.0,standing
241,60250,45.0,0.0,18.0,0.0,17.25,0.83,standing
242,60500,45.0,0.0,18.25,0.43,15.0,0.0,standing
243,60750,45.25,0.43,18.0,0.0,14.5,1.12,standing
244,61000,45.25,0.43,19.25,0.83,12.0,1.87,standing
245,61250,45.5,0.5,19.75,0.43,10.0,1.22,standing
246,61500,46.0,0.71,19.25,0.43,11.75,0.43,standing
247,61750,45.75,0.83,19.0,0.0,12.67,0.94,standing
248,62000,45.67,0.47,19.75,0.43,12.67,0.94,standing
249,62250,45.8,0.4,19.75,0.43,12.2,0.4,standing
250,62500,46.0,0.82,20.0,0.0,12.33,0.94,standing
251,62750,46.0,0.0,19.75,0.43,12.25,1.48,standing
252,63000,46.25,0.43,18.5,0.5,13.0,1.22,standing
253,63250,46.0,0.0,18.67,0.47,12.67,0.47,standing
254,63500,46.25,0.43,18.25,0.43,13.25,1.3,standing
255,63750,45.75,0.83,18.0,0.0,14.0,0.71,standing
256,64000,45.5,0.5,18.0,0.0,14.0,1.22,standing
257,64250,45.5,0.5,18.0,0.0,13.75,0.83,standing
258,64500,45.5,0.5,18.0,0.0,13.75,0.43,standing
259,64750,45.5,0.5,18.0,0.0,13.0,1.41,standing
260,65000,45.5,0.5,18.0,0.0,13.0,0.0,standing
261,65250,45.75,0.43,18.0,0.0,13.0,1.41,standing
262,65500,46.0,0.82,18.0,0.0,13.67,1.25,standing
263,65750,45.75,0.83,18.25,0.43,13.5,1.5,standing
264,66000,45.75,0.83,18.0,0.0,12.67,0.94,standing
265,66250,45.33,0.47,18.33,0.47,14.25,1.3,standing
266,66500,45.75,0.43,18.25,0.43,15.0,0.71,standing
267,66750,45.75,0.43,18.0,0.0,14.75,0.43,standing
268,67000,46.0,1.0,18.0,0.0,15.0,0.71,standing
269,67250,46.0,0.71,18.25,0.43,14.5,0.87,standing
270,67500,46.5,0.5,18.0,0.0,15.0,0.0,standing
271,67750,46.25,0.43,18.0,0.0,15.0,0.0,standing
272,68000,45.75,0.83,18.0,0.0,15.75,0.83,standing
273,68250,45.75,0.83,18.0,0.0,15.33,0.47,standing
274,68500,45.75,0.83,18.0,0.0,15.67,0.94,standing
275,68750,45.75,0.83,18.0,0.0,15.0,0.71,standing
276,69000,46.25,0.43,18.0,0.0,14.75,0.83,standing
277,69250,46.5,0.5,18.25,0.43,15.25,1.09,standing
278,69500,46.67,0.47,18.25,0.43,14.33,0.94,standing
279,69750,45.67,0.47,17.5,1.5,14.67,1.25,standing
280,70000,46.33,0.47,9.0,0.0,14.75,0.43,standing
281,70250,46.0,0.0,15.5,2.29,9.0,4.24,standing
282,70500,46.25,0.83,15.5,2.29,10.75,2.17,standing
283,70750,40.5,3.35,9.75,1.48,11.0,4.18,standing
284,71000,43.75,2.95,12.0,0.0,12.0,1.22,standing
285,71250,47.25,0.83,5.0,4.0,15.5,1.5,standing
286,71500,47.5,0.5,13.0,3.74,14.33,1.7,standing
287,71750,47.0,0.71,16.75,0.43,5.33,2.87,standing
288,72000,47.0,0.0,14.5,0.5,12.0,0.0,standing
289,72250,47.75,0.43,12.67,0.47,12.0,0.0,standing
290,72500,48.0,0.0,12.25,0.43,12.67,0.47,standing
291,72750,48.0,0.0,12.25,0.43,13.25,0.83,standing
292,73000,48.0,0.0,12.33,0.47,13.25,1.3,standing
293,73250,48.0,0.0,12.25,0.43,12.0,0.0,standing
294,73500,48.0,0.0,13.0,0.71,12.0,0.0,standing
295,73750,48.0,0.0,13.25,0.83,12.25,0.43,standing
296,74000,48.0,0.0,12.25,0.43,12.75,0.83,standing
297,74250,48.0,0.0,12.0,0.0,13.0,1.0,standing
298,74500,48.0,0.0,11.75,0.43,13.25,0.83,standing
299,74750,48.0,0.0,12.0,0.0,14.0,0.82,standing
300,75000,48.0,0.0,11.67,0.47,14.33,0.47,standing
301,75250,48.0,0.0,11.0,0.71,14.33,0.94,standing
302,75500,48.0,0.0,11.0,0.71,14.0,1.22,standing
303,75750,48.0,0.0,11.0,1.0,15.0,0.0,standing
304,76000,48.0,0.0,10.67,0.47,15.0,0.0,standing
305,76250,48.0,0.0,11.25,0.43,14.75,0.43,standing
306,76500,48.0,0.0,11.75,0.43,15.0,0.0,standing
307,76750,48.0,0.0,11.5,0.5,14.75,0.43,standing
308,77000,48.0,0.0,12.0,0.0,15.0,0.0,standing
309,77250,48.0,0.0,11.25,0.43,14.75,0.43,standing
310,77500,48.0,0.0,11.75,0.43,14.75,0.43,standing
311,77750,48.0,0.0,12.0,0.0,14.75,0.43,standing
312,78000,48.0,0.0,11.75,0.43,14.5,0.5,standing
313,78250,48.0,0.0,11.5,0.5,14.75,0.43,standing
314,78500,48.0,0.0,12.0,0.0,15.0,0.0,standing
315,78750,48.0,0.0,12.0,0.0,15.2,0.4,standing
316,79000,48.0,0.0,12.0,0.0,14.33,0.94,standing
317,79250,48.0,0.0,12.0,0.0,13.5,1.12,standing
318,79500,48.0,0.0,12.0,0.0,13.67,0.47,standing
319,79750,48.0,0.0,12.0,0.0,13.5,1.5,standing
320,80000,48.0,0.0,12.0,0.0,14.5,1.12,standing
321,80250,48.0,0.0,12.0,0.0,14.25,0.83,standing
322,80500,48.0,0.0,12.0,0.0,14.5,0.5,standing
323,80750,48.0,0.0,12.0,0.0,13.75,1.09,standing
324,81000,48.0,0.0,12.0,0.0,14.5,0.5,standing
325,81250,48.0,0.0,12.0,0.0,14.75,0.43,standing
326,81500,48.0,0.0,12.0,0.0,15.25,0.43,standing
327,81750,48.0,0.0,12.0,0.0,15.25,1.09,standing
328,82000,48.0,0.0,12.0,0.0,16.0,1.0,standing
329,82250,48.0,0.0,12.0,0.0,15.0,0.0,standing
330,82500,47.75,0.43,13.5,0.5,15.25,0.43,standing
331,82750,47.75,0.43,14.33,0.47,15.67,0.94,standing
332,83000,47.5,0.5,13.25,0.83,15.5,0.5,standing
333,83250,48.0,0.0,14.5,0.5,16.0,1.0,standing
334,83500,48.0,0.0,14.5,0.5,16.25,0.43,standing
335,83750,48.0,0.0,13.75,0.43,16.25,0.83,standing
336,84000,48.0,0.0,14.75,0.43,15.75,0.83,standing
337,84250,48.0,0.0,10.75,1.3,15.67,0.47,standing
338,84500,48.0,0.0,9.5,0.5,16.2,0.75,standing
339,84750,47.75,0.43,9.5,0.5,16.75,0.83,standing
340,85000,47.67,0.47,10.75,0.43,16.67,0.47,standing
341,85250,48.0,0.0,11.75,0.83,15.75,0.83,standing
342,85500,47.75,0.43,13.25,0.43,15.25,0.43,standing
343,85750,48.0,0.0,13.33,0.47,15.25,0.43,standing
344,86000,47.75,0.43,14.25,0.43,16.0,1.0,standing
345,86250,47.5,0.5,14.0,0.71,16.0,0.71,standing
346,86500,48.0,0.0,14.5,0.5,16.75,0.83,standing
347,86750,47.5,0.5,14.25,0.43,16.5,0.5,standing
348,87000,47.5,0.5,12.5,0.87,17.25,0.43,standing
349,87250,47.75,0.43,11.67,0.47,17.0,0.82,standing
350,87500,47.5,0.5,11.75,0.43,16.5,0.5,standing
351,87750,47.5,0.5,11.75,0.43,16.25,0.83,standing
352,88000,47.67,0.47,12.0,0.0,16.0,0.82,standing
353,88250,47.67,0.47,12.0,0.0,16.5,0.87,standing
354,88500,47.67,0.47,12.0,0.0,16.25,0.83,standing
355,88750,47.5,0.5,12.0,0.0,16.25,0.83,standing
356,89000,47.75,0.43,12.0,0.0,16.25,1.3,standing
357,89250,47.75,0.43,12.0,0.0,16.0,0.82,standing
358,89500,48.0,0.0,13.33,0.47,15.5,0.5,standing
359,89750,48.0,0.0,12.75,0.43,15.33,0.47,standing
360,90000,47.75,0.43,12.25,0.43,15.25,0.43,standing
361,90250,48.0,0.0,14.33,0.47,14.67,0.47,standing
362,90500,47.75,0.43,12.25,0.43,15.25,1.3,standing
363,90750,48.0,0.0,12.5,0.5,15.67,1.7,standing
364,91000,48.0,0.0,14.0,1.0,16.33,0.47,standing
365,91250,48.0,0.0,14.0,1.22,16.0,0.71,standing
366,91500,48.0,0.0,11.67,0.47,17.5,0.87,standing
367,91750,48.0,0.0,13.75,1.09,17.75,0.43,standing
368,92000,48.0,0.0,14.25,1.3,14.75,0.83,standing
369,92250,48.0,0.0,14.75,0.83,11.5,1.8,standing
370,92500,48.0,0.0,14.75,0.43,12.0,3.08,standing
371,92750,48.0,0.0,13.0,1.22,13.0,1.22,standing
372,93000,48.0,0.0,11.0,2.16,15.0,2.16,standing
373,93250,48.0,0.0,11.5,1.12,16.0,2.12,standing
374,93500,48.0,0.0,12.5,1.12,11.25,1.92,standing
375,93750,48.0,0.0,10.75,1.3,13.0,1.0,standing
376,94000,48.0,0.0,12.33,0.47,12.67,0.94,standing
377,94250,48.0,0.0,12.5,0.5,12.25,0.83,standing
378,94500,48.0,0.0,12.0,0.0,12.33,0.47,standing
379,94750,48.0,0.0,11.25,0.43,13.25,1.3,standing
380,95000,48.0,0.0,13.0,0.71,12.25,0.43,standing
381,95250,48.0,0.0,12.0,0.0,12.5,0.87,standing
382,95500,47.75,0.43,12.0,0.0,11.0,0.82,standing
383,95750,48.0,0.0,12.75,0.83,11.0,1.22,standing
384,96000,48.0,0.0,12.5,0.5,10.75,1.09,standing
385,96250,48.0,0.0,12.0,0.71,9.67,0.94,standing
386,96500,48.0,0.0,11.0,0.0,11.25,1.3,standing
387,96750,48.0,0.0,9.5,0.5,12.5,0.5,standing
388,97000,48.0,0.0,10.0,0.71,12.0,0.0,standing
389,97250,48.0,0.0,11.33,0.47,12.5,0.87,standing
390,97500,48.0,0.0,12.0,0.0,12.5,0.5,standing
391,97750,48.0,0.0,11.0,0.71,12.0,0.0,standing
392,98000,48.0,0.0,11.0,0.0,12.0,0.0,standing
393,98250,48.0,0.0,10.5,0.5,12.0,0.0,standing
394,98500,48.0,0.0,11.33,0.47,10.67,1.25,standing
395,98750,48.0,0.0,11.25,1.3,11.0,1.0,standing
396,99000,48.0,0.0,11.0,0.0,10.75,0.43,standing
397,99250,48.0,0.0,9.5,0.5,11.5,0.87,standing
398,99500,48.0,0.0,9.5,0.5,12.0,0.0,standing
399,99750,48.0,0.0,10.0,0.89,11.75,0.43,standing
400,100000,48.0,0.0,10.25,0.83,12.0,0.0,standing
401,100250,48.0,0.0,10.67,0.47,10.5,0.5,standing
402,100500,48.0,0.0,10.0,0.71,10.25,0.83,standing
403,100750,48.0,0.0,9.5,0.5,10.25,0.83,standing
404,101000,48.0,0.0,9.5,0.5,9.75,0.83,standing
405,101250,48.0,0.0,9.5,0.5,9.5,0.5,standing
406,101500,48.0,0.0,9.5,0.5,10.0,1.0,standing
407,101750,48.0,0.0,10.25,0.43,10.0,1.22,standing
408,102000,48.0,0.0,12.0,0.0,11.0,0.71,standing
409,102250,48.0,0.0,12.0,0.0,10.67,0.47,standing
410,102500,48.0,0.0,11.33,0.94,10.67,0.47,standing
411,102750,48.0,0.0,10.0,0.71,11.0,1.22,standing
412,103000,48.0,0.0,10.25,2.68,13.0,1.22,standing
413,103250,48.0,0.0,8.5,2.29,11.25,0.83,standing
414,103500,48.0,0.0,11.75,0.43,10.25,1.09,standing
415,103750,48.0,0.0,10.75,0.43,8.5,0.5,standing
416,104000,48.0,0.0,9.75,0.83,9.33,0.47,standing
417,104250,48.0,0.0,9.75,0.83,8.5,0.5,standing
418,104500,48.0,0.0,11.67,0.47,8.0,0.82,standing
419,104750,48.0,0.0,10.4,1.36,8.0,1.22,standing
420,105000,48.0,0.0,9.0,1.22,9.0,0.71,standing
421,105250,48.0,0.0,9.0,0.71,8.67,0.47,standing
422,105500,48.0,0.0,7.5,1.12,8.5,0.5,standing
423,105750,48.0,0.0,7.0,1.41,7.67,0.47,standing
424,106000,48.0,0.0,9.25,0.43,7.67,0.47,standing
425,106250,48.0,0.0,9.5,0.5,9.75,1.09,standing
426,106500,48.0,0.0,11.0,0.0,10.25,0.83,standing
427,106750,48.0,0.0,9.25,0.43,10.75,1.3,standing
428,107000,48.0,0.0,9.25,1.48,11.75,0.43,standing
429,107250,48.0,0.0,10.67,1.25,11.0,0.82,standing
430,107500,48.0,0.0,10.0,1.0,12.0,0.0,standing
431,107750,47.67,0.47,9.5,1.8,11.0,0.82,standing
432,108000,48.0,0.0,10.5,1.12,10.0,0.82,standing
433,108250,48.0,0.0,9.5,0.5,5.0,1.41,standing
434,108500,48.0,0.0,10.0,1.41,6.75,1.09,standing
435,108750,48.0,0.0,11.5,0.5,3.67,1.25,standing
436,109000,48.0,0.0,12.0,0.0,5.25,0.83,standing
437,109250,48.0,0.0,12.0,0.0,6.25,0.83,standing
438,109500,48.0,0.0,10.67,1.25,9.5,1.8,standing
439,109750,48.0,0.0,8.5,0.5,11.75,0.43,standing
440,110000,48.0,0.0,2.0,1.0,12.0,0.0,standing
441,110250,48.0,0.0,2.5,1.5,12.0,0.0,standing
442,110500,48.0,0.0,8.75,4.09,4.0,0.0,standing
443,110750,47.5,0.5,10.75,1.3,10.75,4.09,standing
444,111000,47.75,0.43,11.5,1.12,10.25,3.7,standing
445,111250,48.0,0.0,12.25,2.77,2.5,0.5,standing
446,111500,48.0,0.0,3.67,1.25,11.75,1.79,standing
447,111750,48.0,0.0,3.25,2.28,12.5,0.87,standing
448,112000,48.0,0.0,7.0,2.0,9.75,1.48,standing
449,112250,47.5,0.5,14.25,1.48,4.0,3.0,standing
450,112500,46.5,1.12,11.67,1.25,5.33,2.36,standing
451,112750,44.5,0.87,9.75,5.12,7.5,0.5,standing
452,113000,40.33,1.89,15.5,1.5,5.0,0.0,standing
453,113250,37.75,1.3,16.75,0.83,8.33,1.7,standing
454,113500,43.67,1.25,16.33,1.25,8.67,0.47,standing
455,113750,47.75,0.43,12.0,0.0,10.0,1.73,standing
456,114000,48.0,0.0,13.0,1.22,13.0,1.22,standing
457,114250,48.0,0.0,13.75,0.83,10.75,1.09,standing
458,114500,48.0,0.0,11.33,1.7,10.33,1.7,standing
459,114750,48.0,0.0,10.5,0.87,6.5,4.03,standing
460,115000,48.0,0.0,8.5,1.12,9.0,6.0,standing
461,115250,48.0,0.0,5.75,1.64,13.0,0.0,standing
462,115500,48.0,0.0,8.0,1.87,12.25,2.17,standing
463,115750,48.0,0.0,11.67,0.47,12.75,0.83,standing
464,116000,48.0,0.0,12.0,1.22,13.25,0.83,standing
465,116250,48.0,0.0,10.75,0.83,12.25,0.43,standing
466,116500,48.0,0.0,11.25,1.3,12.25,1.09,standing
467,116750,48.0,0.0,11.75,0.43,11.25,0.83,standing
468,117000,48.0,0.0,10.25,0.83,11.25,1.3,standing
469,117250,48.0,0.0,11.0,0.0,11.25,0.83,standing
470,117500,48.0,0.0,11.33,0.47,9.33,0.47,standing
471,117750,48.0,0.0,9.5,0.5,9.0,0.82,standing
472,118000,48.0,0.0,9.0,0.0,7.67,1.25,standing
473,118250,48.0,0.0,9.33,0.47,9.5,0.5,standing
474,118500,48.0,0.0,8.5,0.5,12.0,0.0,standing
475,118750,48.0,0.0,9.0,0.71,12.0,0.0,standing
476,119000,48.0,0.0,9.75,0.83,12.0,0.0,standing
477,119250,48.0,0.0,7.0,2.12,10.6,1.36,standing
478,119500,48.0,0.0,0.0,0.0,7.5,1.5,standing
479,119750,48.0,0.0,0.0,0.0,8.33,2.87,standing
0,0,48.0,0.0,6.75,3.77,11.0,1.22,standing
1,250,47.75,0.43,11.5,0.5,10.0,1.0,standing
2,500,48.0,0.0,11.25,0.43,8.67,0.47,standing
3,750,48.0,0.0,11.67,0.47,11.0,1.41,standing
4,1000,48.0,0.0,10.25,1.79,12.0,0.0,standing
5,1250,48.0,0.0,6.75,0.83,9.75,2.49,standing
6,1500,48.0,0.0,8.0,1.41,6.75,2.59,standing
7,1750,47.75,0.43,9.0,1.87,11.75,1.09,standing
8,2000,47.5,0.5,10.5,1.5,6.75,3.56,standing
9,2250,47.5,0.5,8.0,2.35,8.5,1.5,standing
10,2500,47.5,0.5,11.0,0.82,7.33,2.49,standing
11,2750,47.75,0.43,11.5,0.5,11.33,1.7,standing
12,3000,47.5,0.5,9.33,0.47,8.67,0.47,standing
13,3250,47.0,1.0,9.5,1.5,12.0,0.0,standing
14,3500,46.0,1.0,11.75,0.43,9.0,0.71,standing
15,3750,47.0,0.82,13.0,0.82,6.5,2.5,standing
16,4000,47.25,0.43,10.0,1.41,5.33,2.87,standing
17,4250,47.33,0.47,10.33,0.94,7.75,2.17,standing
18,4500,47.5,0.5,9.33,1.7,6.67,3.09,standing
19,4750,47.25,0.43,11.0,0.82,10.0,1.0,standing
20,5000,47.5,0.5,10.75,0.43,11.5,0.5,standing
21,5250,47.5,0.5,10.33,0.47,8.33,2.49,standing
22,5500,47.5,0.5,6.5,2.5,8.25,2.05,standing
23,5750,47.67,0.47,9.75,0.83,6.0,0.0,standing
24,6000,48.0,0.0,10.0,0.0,5.0,2.35,standing
25,6250,48.0,0.0,10.0,0.71,5.67,3.09,standing
26,6500,47.5,0.5,7.67,1.25,9.0,0.82,standing
27,6750,48.0,0.0,9.25,0.43,6.75,0.83,standing
28,7000,47.75,0.43,9.0,0.71,8.25,1.92,standing
29,7250,47.75,0.43,9.25,0.43,8.75,2.28,standing
30,7500,47.75,0.43,10.75,0.43,5.0,4.0,standing
31,7750,48.0,0.0,10.33,0.47,10.67,1.25,standing
32,8000,48.0,0.0,11.25,0.83,11.67,0.47,standing
33,8250,48.0,0.0,13.0,0.71,10.0,0.82,standing
34,8500,48.0,0.0,15.75,0.83,9.75,1.3,standing
35,8750,48.0,0.0,16.67,0.47,14.0,1.41,standing
36,9000,47.25,1.3,11.0,1.22,15.5,2.18,standing
37,9250,41.25,2.59,12.0,3.56,14.25,3.9,standing
38,9500,45.0,0.0,12.25,1.09,11.75,5.93,standing
39,9750,45.25,0.43,11.75,5.36,10.5,6.58,standing
40,10000,45.25,0.43,14.25,1.48,16.5,1.12,standing
41,10250,46.5,0.5,11.75,0.43,14.75,0.43,standing
42,10500,47.5,0.5,11.0,0.82,15.33,0.94,standing
43,10750,47.5,0.5,11.5,1.12,18.25,0.43,standing
44,11000,47.5,0.5,15.5,0.5,16.0,1.58,standing
45,11250,47.5,0.5,17.25,0.43,12.5,1.5,standing
46,11500,47.5,0.5,17.0,0.0,9.67,0.47,standing
47,11750,47.67,0.47,16.5,0.5,10.0,0.82,standing
48,12000,47.5,0.5,16.33,0.47,10.5,1.5,standing
49,12250,47.5,0.5,16.75,0.43,12.25,0.43,standing
50,12500,47.5,0.5,16.75,0.43,12.75,0.83,standing
51,12750,47.5,0.5,17.0,0.71,12.5,0.5,standing
52,13000,47.5,0.5,16.5,0.87,12.25,0.43,standing
53,13250,47.5,0.5,17.0,0.0,12.5,0.5,standing
54,13500,47.5,0.5,16.5,0.5,12.75,0.83,standing
55,13750,47.5,0.5,17.0,0.0,13.0,1.22,standing
56,14000,47.5,0.5,17.5,0.5,13.0,1.0,standing
57,14250,47.5,0.5,17.0,0.0,12.67,0.94,standing
58,14500,47.5,0.5,17.2,0.4,13.2,1.17,standing
59,14750,47.5,0.5,17.0,0.0,14.5,0.87,standing
60,15000,47.75,0.43,16.75,0.43,13.75,0.83,standing
61,15250,47.5,0.5,16.0,0.71,13.0,1.22,standing
62,15500,47.5,0.5,15.75,0.83,12.75,0.83,standing
63,15750,47.5,0.5,15.5,0.5,11.5,0.5,standing
64,16000,47.5,0.5,16.33,0.47,12.67,0.47,standing
65,16250,47.67,0.47,15.5,0.5,16.33,1.25,standing
66,16500,47.5,0.5,15.25,0.43,16.5,1.12,standing
67,16750,47.5,0.5,19.25,1.3,14.0,0.82,standing
68,17000,47.5,0.5,17.0,2.74,13.25,1.3,standing
69,17250,47.33,0.47,19.0,0.82,13.25,1.3,standing
70,17500,47.5,0.5,21.0,0.0,12.5,1.12,standing
71,17750,47.5,0.5,21.0,0.0,9.75,1.3,standing
72,18000,47.5,0.5,20.75,0.43,7.5,2.06,standing
73,18250,47.5,0.5,20.25,0.43,8.0,0.82,standing
74,18500,47.5,0.5,21.0,0.0,7.0,1.41,standing
75,18750,47.5,0.5,21.0,0.0,10.0,1.0,standing
76,19000,47.5,0.5,20.0,0.71,9.75,0.43,standing
77,19250,47.5,0.5,19.5,0.5,10.75,0.43,standing
78,19500,47.5,0.5,19.0,0.71,11.5,0.5,standing
79,19750,47.5,0.5,19.0,0.71,12.0,0.0,standing
80,20000,47.67,0.47,18.75,0.43,12.5,0.5,standing
81,20250,47.75,0.43,18.75,0.43,12.25,0.43,standing
82,20500,47.5,0.5,18.25,0.43,12.75,0.83,standing
83,20750,47.5,0.5,18.25,0.43,14.0,1.0,standing
84,21000,47.5,0.5,18.25,0.43,13.75,0.83,standing
85,21250,47.5,0.5,19.0,0.0,12.33,0.47,standing
86,21500,47.6,0.49,19.4,0.49,10.75,1.3,standing
87,21750,47.33,0.47,20.33,0.47,5.75,2.49,standing
88,22000,47.5,0.5,20.5,0.5,2.67,1.7,standing
89,22250,47.33,0.47,20.33,0.47,6.0,1.22,standing
90,22500,47.5,0.5,20.5,0.5,5.33,0.94,standing
91,22750,47.75,0.43,20.0,0.0,7.75,0.83,standing
92,23000,47.5,0.5,19.5,0.5,8.5,0.5,standing
93,23250,47.5,0.5,18.5,0.5,9.33,0.47,standing
94,23500,47.75,0.43,18.33,0.47,9.33,0.47,standing
95,23750,47.5,0.5,18.25,0.43,11.25,0.43,standing
96,24000,47.75,0.43,18.75,0.43,12.0,0.0,standing
97,24250,47.5,0.5,18.25,0.43,12.75,0.83,standing
98,24500,48.0,0.0,18.25,0.43,12.67,0.47,standing
99,24750,48.0,0.0,18.0,0.0,12.5,0.5,standing
100,25000,47.75,0.43,18.0,0.0,12.25,0.43,standing
101,25250,48.0,0.0,18.25,0.43,12.0,0.0,standing
102,25500,47.5,0.5,18.25,0.43,11.75,0.43,standing
103,25750,47.5,0.5,19.0,0.0,12.0,0.82,standing
104,26000,48.0,0.0,18.25,0.43,11.75,0.83,standing
